0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
32,32,32,32,32,32,32,16,16,29,16,32,16,38,37,37,38,38,37,38,32,38,32,36,39,16,37,38,39,38,36,38,36,36,36,39,38,37,14,32,36,36,36,14,33,14,33,36,34,38,38,38,38,38,38,39,38,39,38,38,36,38,38,38,30,14,36,14,30,36,14,15,33,37,38,38,37,39,39,14,37,15,37,39,36,14,15,29,27,15,38,39,39,17,37,38,39,39,39,39
29,29,32,16,30,32,32,30,16,29,14,32,30,30,36,15,15,37,38,38,32,36,14,14,30,37,38,37,17,33,17,33,37,37,37,33,34,38,38,34,14,29,34,38,38,39,38,39,39,36,35,38,16,16,37,15,27,38,38,39,37,31,34,38,38,34,34,34,34,32,13,34,35,28,34,37,39,34,38,39,39,39,37,38,13,26,34,39,39,39,39,15,26,33,32,36,38,38,38,38
32,32,33,33,32,33,33,33,17,29,17,33,33,36,36,38,38,38,38,38,38,38,38,38,39,33,20,35,20,37,17,36,36,36,37,39,39,39,38,38,15,36,38,34,39,38,39,39,39,20,35,37,18,37,39,37,39,37,38,38,38,38,38,38,36,38,30,36,38,38,38,14,37,18,18,30,34,14,33,14,33,37,39,38,38,39,14,35,38,39,39,39,39,39,14,29,34,32,37,37
32,33,33,32,33,33,32,35,35,33,35,37,34,37,38,38,38,33,38,17,36,36,38,39,39,39,39,39,37,38,38,39,39,39,39,39,39,37,39,38,38,38,38,38,39,38,32,38,38,38,36,16,38,39,39,36,39,39,38,38,38,38,38,38,36,36,30,14,37,36,38,14,36,38,38,38,38,38,34,38,39,39,39,38,38,37,38,38,38,39,39,39,39,16,16,30,38,39,39,37
32,32,33,30,32,32,18,18,17,29,17,35,30,37,38,38,38,38,38,37,37,38,37,39,39,39,39,39,39,39,39,39,38,39,39,38,37,38,39,38,38,38,38,38,39,39,37,39,39,38,39,39,39,39,39,38,39,39,39,39,39,38,38,38,38,38,14,30,37,38,38,38,39,39,18,33,38,39,39,39,39,39,39,39,38,39,39,39,39,39,38,39,39,39,39,39,39,39,39,39
32,33,33,33,33,33,33,33,31,33,17,35,17,36,38,38,38,38,37,38,38,38,38,38,39,18,38,39,39,33,36,38,38,38,38,39,39,38,32,37,34,37,38,14,33,36,39,39,39,18,16,36,37,36,38,37,39,36,15,37,36,38,14,36,37,38,38,38,17,35,34,14,34,37,37,38,38,38,39,39,39,39,39,38,38,39,14,32,37,39,39,39,39,38,39,39,39,16,38,16
32,32,32,32,32,32,32,35,35,35,30,37,32,37,38,38,38,38,35,18,18,36,34,36,39,15,37,39,17,16,15,33,36,36,38,39,38,33,37,37,36,36,36,38,14,14,33,36,38,14,16,14,29,29,36,14,29,14,29,36,36,38,38,38,38,38,14,27,37,36,14,33,16,33,16,17,29,33,17,17,16,14,30,34,14,34,14,16,17,31,37,16,16,14,27,14,14,37,16,16
32,32,32,32,32,30,16,16,16,15,31,35,31,37,38,37,38,16,29,17,36,38,38,15,37,37,36,38,37,34,16,38,37,39,39,38,38,39,39,38,14,33,34,37,16,37,38,39,39,33,16,38,37,38,39,38,32,37,39,38,39,38,38,38,34,31,12,27,37,32,34,39,39,37,39,37,39,34,38,15,35,38,28,38,34,27,35,35,34,15,34,38,37,39,37,15,15,26,38,25
32,33,33,33,33,33,32,33,30,30,32,32,17,32,32,37,37,37,38,38,34,38,37,36,38,37,39,39,39,37,39,39,39,39,39,39,37,37,17,32,15,36,36,15,37,36,39,39,39,38,37,38,39,39,39,32,36,34,38,38,38,38,38,38,36,38,14,37,38,39,39,19,33,38,37,38,39,39,39,37,36,37,36,38,38,35,38,38,38,39,39,39,33,39,16,37,38,39,39,37
33,34,34,34,34,34,33,35,30,35,17,29,36,32,36,33,38,37,38,38,38,38,38,38,39,18,38,39,39,20,15,32,36,38,38,39,39,33,38,36,29,37,38,38,16,37,39,39,39,17,16,36,37,38,38,14,36,14,14,29,36,38,38,38,34,38,14,14,34,38,39,17,37,39,16,35,14,32,15,14,30,37,35,38,38,12,34,34,38,39,39,39,39,14,13,27,34,27,38,39
33,34,34,34,34,33,34,33,34,34,30,34,36,32,36,37,38,37,38,38,38,38,38,38,39,35,39,39,39,20,17,32,36,36,38,39,39,39,16,36,38,38,38,16,37,39,39,39,39,18,16,33,36,36,36,36,38,38,38,38,38,38,38,38,38,38,14,36,14,33,35,38,38,39,39,39,39,39,39,39,14,37,37,38,38,38,38,38,38,39,39,39,16,38,13,29,38,39,39,16
32,32,32,32,32,32,32,35,32,30,29,32,16,33,32,36,38,38,16,15,32,36,37,38,39,16,35,38,39,39,16,37,37,39,39,38,39,16,16,32,36,36,38,14,14,33,38,39,39,16,37,39,39,39,39,38,38,39,16,38,39,39,38,38,37,38,38,39,39,39,38,15,37,37,15,33,38,39,39,38,39,14,14,30,36,14,36,14,14,14,33,38,15,16,16,15,16,33,37,37
32,32,33,33,33,32,33,33,17,29,29,32,36,32,36,37,38,37,38,38,38,38,38,38,39,18,38,39,39,20,37,39,39,39,39,38,38,38,39,38,38,38,38,38,39,38,39,39,39,39,20,38,39,39,39,15,29,15,29,36,38,38,38,38,36,38,14,36,15,36,36,17,37,37,38,38,38,38,38,38,39,39,39,38,38,39,38,38,38,39,39,39,17,38,17,30,38,39,39,39
32,32,33,32,33,32,32,33,35,32,35,29,36,32,36,33,37,33,36,38,38,38,38,38,39,38,39,39,39,39,18,38,37,39,39,39,39,39,16,36,38,38,39,34,39,37,39,39,39,33,18,38,39,39,39,38,38,38,38,38,38,38,38,38,36,35,38,38,33,38,39,39,39,39,37,38,30,15,37,39,39,39,39,38,38,38,27,34,38,39,37,38,16,38,39,39,39,39,39,39
32,32,34,34,33,34,33,35,30,35,35,29,37,36,36,37,38,38,38,38,38,38,38,38,39,38,39,39,39,39,38,38,38,38,38,38,39,39,39,38,38,38,38,38,39,39,39,39,39,37,36,38,38,38,38,38,38,38,38,38,38,38,38,38,36,36,30,34,38,38,38,35,38,37,39,38,38,38,38,38,39,39,39,38,38,39,38,38,38,39,39,39,39,39,39,39,39,39,39,39
32,32,33,33,33,32,18,29,17,32,17,29,32,32,32,33,38,33,38,38,38,38,38,38,39,32,38,39,39,20,15,36,36,36,38,39,33,37,37,38,38,38,38,37,39,16,30,36,38,16,16,36,36,38,38,39,39,15,36,36,38,38,38,38,38,38,14,34,34,35,34,27,32,38,39,39,39,38,39,39,39,33,39,38,38,39,38,38,38,39,39,39,15,38,13,34,38,39,39,15
32,32,32,32,32,32,32,35,30,29,29,32,16,16,33,33,37,37,37,37,38,38,37,36,39,36,38,39,39,39,39,39,39,39,39,38,39,39,39,38,38,38,38,38,39,38,39,39,39,39,39,39,39,39,39,14,33,38,37,39,39,38,38,38,36,38,38,38,39,39,39,38,39,39,39,37,38,39,39,34,38,33,38,38,38,39,38,38,38,37,39,39,39,39,39,39,39,39,39,35
32,32,32,30,32,32,32,35,35,35,35,37,16,32,15,15,32,32,36,32,32,15,32,36,39,37,37,38,37,35,38,34,39,39,37,39,39,38,39,36,30,36,38,37,36,37,39,37,37,37,39,37,37,37,38,38,37,37,31,36,36,36,34,14,29,36,36,37,39,38,38,39,38,37,39,38,36,36,38,38,39,39,39,38,38,34,37,38,38,39,39,39,39,38,34,39,39,39,39,39
32,32,32,32,32,32,16,31,29,31,16,33,36,32,32,33,32,16,32,15,32,36,38,39,38,37,38,39,17,16,35,37,38,39,39,39,39,34,39,38,38,32,32,36,39,37,16,33,37,38,16,16,33,37,37,37,34,15,36,36,38,36,38,38,36,36,14,14,14,29,36,14,27,27,33,38,38,38,38,38,39,36,39,38,38,39,38,38,38,39,39,39,33,16,16,29,37,39,39,39
32,32,32,32,32,32,16,31,32,16,16,34,16,32,36,37,32,38,37,37,38,34,32,36,37,16,35,38,17,33,38,35,16,37,38,39,16,32,38,36,32,36,38,38,36,38,39,39,39,16,16,16,37,38,39,30,36,36,38,38,38,38,36,36,36,34,30,36,32,37,38,39,38,33,16,36,14,14,14,34,38,38,39,34,34,39,38,38,34,39,38,39,29,38,39,39,39,37,37,16
32,32,33,33,32,32,32,35,35,33,17,29,37,32,32,33,33,37,38,38,38,34,32,36,39,39,39,39,38,17,18,33,33,38,39,37,34,33,37,17,15,32,15,32,16,33,38,37,39,20,32,37,38,39,39,36,39,20,31,38,39,39,38,38,38,38,34,36,38,39,16,37,37,38,39,39,18,16,30,16,30,18,33,33,34,37,37,38,38,36,39,38,37,39,18,33,37,38,39,18
32,32,33,32,33,32,32,35,17,35,17,19,37,32,32,33,37,33,20,33,38,37,38,39,39,18,35,38,20,38,20,33,37,37,33,38,39,33,38,36,17,32,36,37,18,33,38,39,38,18,36,15,36,36,38,39,39,39,38,38,38,38,38,38,36,36,29,16,37,37,37,39,37,38,18,37,38,39,18,38,38,38,37,38,38,39,14,29,27,38,39,38,39,19,16,33,37,39,39,16
34,34,34,34,33,34,34,33,33,33,31,31,36,30,30,34,38,33,38,38,38,38,38,37,39,39,39,39,39,39,39,39,38,39,39,38,38,38,39,38,38,38,37,39,39,39,39,39,39,39,38,39,38,39,39,38,38,38,38,38,38,38,38,38,32,35,38,38,39,38,38,39,38,39,38,39,38,39,39,39,39,39,39,38,38,38,35,38,38,37,37,36,37,38,38,38,38,38,38,38
32,32,32,32,32,32,32,35,16,35,30,32,15,32,32,33,37,38,38,38,38,38,38,38,38,16,38,39,39,38,39,39,39,39,39,39,39,34,39,38,38,38,38,38,39,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,36,38,14,36,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,39,38,38,38,39,39,39,39,39,16,38,39,39,39,39
32,32,32,32,32,32,32,35,32,16,16,29,16,33,32,33,38,37,32,18,18,36,37,38,39,15,38,39,17,16,15,37,38,36,39,39,33,16,38,38,38,38,38,38,37,16,37,38,39,16,15,14,33,36,36,14,36,14,36,36,38,38,38,38,36,38,30,36,14,36,36,15,36,36,36,37,34,38,39,39,39,16,37,34,38,30,34,38,39,39,38,39,16,37,14,37,38,37,39,39
32,32,32,32,32,32,32,35,16,35,16,32,16,33,32,37,38,38,16,18,32,32,37,38,39,15,38,39,33,16,15,33,37,36,39,39,16,16,16,32,36,36,38,34,16,16,37,38,39,16,15,14,32,36,38,14,32,14,36,36,38,38,38,38,36,38,14,30,29,36,37,14,36,36,36,36,27,37,38,37,39,36,39,38,38,14,34,37,39,39,39,39,17,33,16,37,38,15,38,16
32,32,32,32,32,32,32,35,30,32,29,29,36,30,30,33,38,37,16,37,37,38,39,39,39,39,39,39,17,38,39,39,39,39,39,39,38,16,38,38,14,27,37,38,14,38,39,39,39,39,39,33,38,39,39,14,38,39,38,38,38,38,38,38,34,38,38,38,34,34,38,39,38,39,15,38,37,39,39,39,39,39,39,38,38,39,12,32,32,37,38,37,15,34,37,37,38,33,37,15
32,33,33,33,33,33,33,33,32,35,17,29,32,32,32,33,38,37,35,20,37,37,39,39,39,39,39,39,39,20,17,32,32,36,35,39,39,18,18,36,15,32,36,15,16,33,37,39,39,18,16,36,36,36,38,39,39,39,38,38,38,38,38,38,36,38,16,14,18,33,38,19,37,38,39,39,39,39,39,39,38,39,38,38,34,36,38,38,39,39,39,39,17,17,30,37,38,17,33,38
32,33,32,32,32,32,32,33,33,17,32,32,36,36,36,37,38,37,38,38,38,38,38,38,39,37,39,39,39,33,32,37,37,37,39,37,39,17,33,36,37,38,38,38,16,33,37,39,39,20,20,37,38,39,39,37,39,20,37,38,39,38,38,38,36,37,38,38,38,38,39,39,39,37,18,37,39,39,39,38,39,39,39,39,39,39,39,38,38,38,39,39,33,38,39,39,39,39,39,39
32,33,34,31,32,33,33,34,34,35,32,34,34,32,32,37,38,37,38,38,38,38,38,38,39,39,39,39,39,38,39,39,38,39,39,39,39,39,38,38,38,38,36,37,39,38,39,39,39,39,39,39,39,39,39,38,39,39,39,39,39,38,38,38,36,38,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,39,38,38,38,39,39,39,38,39,38,39,39,39,39,39
29,32,33,33,32,33,18,35,17,35,29,34,37,32,32,33,37,20,32,38,38,38,36,36,37,38,39,38,39,38,39,39,37,39,39,39,33,38,38,38,38,38,35,39,39,38,39,39,39,38,39,39,38,39,39,38,39,38,39,39,39,38,38,38,36,36,38,39,39,39,39,39,39,38,34,18,37,38,39,39,39,39,39,38,38,37,38,38,38,39,37,37,37,39,37,38,39,39,39,39
33,33,34,33,34,34,34,34,33,33,35,32,37,32,32,33,37,38,32,37,38,38,39,39,39,39,39,39,20,17,33,37,32,36,39,39,39,18,18,32,17,32,36,16,32,37,38,39,39,39,33,18,37,38,39,38,38,18,37,38,39,38,38,38,38,38,16,16,33,37,37,18,37,37,37,19,37,39,39,39,39,39,39,38,38,38,38,38,38,37,37,39,19,19,19,33,37,39,39,39
32,32,32,32,32,32,16,33,16,16,29,29,32,32,32,33,37,37,38,37,32,36,37,36,38,32,38,39,39,16,32,37,38,37,38,39,39,39,39,38,34,36,36,36,39,39,39,39,38,16,16,37,16,38,38,34,38,16,37,38,38,36,36,36,29,36,14,36,16,37,16,37,38,37,37,39,37,39,39,39,39,16,33,37,37,15,33,36,38,38,37,37,16,33,34,37,38,39,39,16
32,32,32,32,32,32,32,16,16,29,16,32,16,32,32,33,37,37,38,38,38,38,38,38,39,37,39,39,39,39,39,39,39,38,39,39,39,38,39,38,14,32,36,38,39,39,37,39,15,37,38,39,16,37,38,38,36,36,38,38,38,38,38,38,36,36,36,38,38,38,38,39,38,38,39,38,38,36,38,38,39,39,39,38,38,39,38,38,37,39,37,39,39,39,39,39,39,39,39,39
33,34,34,34,33,33,32,35,33,35,17,33,34,32,36,37,38,38,38,38,38,38,38,38,39,37,39,39,39,39,39,39,38,39,39,39,38,39,37,38,38,38,38,38,39,38,39,39,39,39,39,39,39,39,39,38,39,39,39,38,39,38,38,38,36,38,30,36,39,39,39,39,39,37,39,38,38,39,39,39,39,39,39,39,39,39,32,36,38,39,39,39,39,39,37,39,39,39,39,39
32,32,32,32,32,33,32,32,17,32,30,32,17,32,32,32,38,38,37,38,38,38,37,37,37,37,39,39,39,37,36,38,32,32,17,20,35,20,16,36,36,36,32,16,38,39,38,15,15,36,15,14,36,14,14,29,29,29,36,36,36,34,14,14,36,14,14,14,29,33,14,14,27,14,17,17,30,14,30,14,30,16,16,37,35,30,38,32,27,13,28,38,39,37,15,15,16,29,38,16
32,32,33,34,33,34,34,35,17,32,29,34,36,32,36,37,38,38,38,38,38,38,38,38,39,36,39,39,39,20,17,32,36,36,38,39,18,37,38,38,15,36,37,37,39,16,36,37,38,16,29,36,36,36,38,36,38,34,36,38,38,38,38,38,36,37,14,36,14,35,38,30,35,37,39,36,38,39,39,39,39,17,38,37,38,39,38,38,37,39,39,38,16,38,32,35,38,39,39,39
32,32,32,32,32,32,32,31,35,35,35,37,16,32,32,37,38,38,16,36,15,36,39,38,39,16,37,39,35,39,15,36,36,36,39,39,39,38,39,38,38,38,38,38,39,38,39,39,39,15,37,14,36,36,38,14,36,14,36,36,36,38,38,38,36,38,14,14,30,30,36,14,33,34,34,34,38,39,39,14,37,27,34,38,38,39,38,38,38,39,39,39,33,16,16,30,38,16,38,39
32,32,33,33,33,34,31,33,19,19,17,33,33,33,33,37,33,37,38,38,32,33,37,37,38,38,39,39,37,20,35,37,38,39,39,37,17,37,33,37,37,38,39,37,37,32,38,37,38,38,34,17,32,36,36,17,33,37,33,36,38,33,37,35,38,37,20,20,35,38,39,37,33,37,38,33,33,33,37,38,39,39,33,35,35,37,38,37,38,39,39,39,37,17,16,36,38,37,38,37
32,32,32,32,32,32,32,35,16,29,32,32,15,32,32,32,38,37,38,38,38,38,38,38,39,16,37,38,37,14,33,38,38,39,39,38,38,37,38,38,30,36,36,36,39,38,39,39,39,39,16,38,39,37,39,37,39,35,38,39,39,38,38,38,36,38,30,14,33,38,37,39,39,39,37,39,39,39,39,39,39,39,39,38,38,39,38,38,38,39,39,39,39,17,16,37,38,39,39,39
29,32,32,31,32,32,32,35,35,15,29,32,14,30,29,33,37,38,33,38,38,38,39,32,27,37,37,39,33,16,37,39,37,37,39,39,39,33,38,38,34,34,31,34,29,38,38,39,38,39,33,33,34,39,39,39,39,15,31,38,38,34,38,38,31,34,32,34,35,39,39,33,38,15,27,27,34,39,39,39,39,39,39,38,38,39,12,26,25,37,37,38,38,38,38,38,38,38,38,38
32,33,33,33,33,33,32,33,32,35,17,33,19,32,32,32,37,20,33,32,36,36,17,36,37,18,35,38,32,37,17,32,36,36,38,37,18,16,33,32,15,32,36,32,33,16,32,32,38,33,33,20,31,38,37,30,36,30,36,38,34,36,38,38,36,36,14,36,38,36,38,15,30,38,33,37,27,33,35,38,39,38,39,38,38,14,30,35,38,39,39,37,37,39,37,38,39,35,38,16
29,32,29,29,32,32,30,30,17,30,32,32,14,29,30,30,34,30,30,18,32,30,37,35,37,18,33,38,35,18,14,29,27,34,30,30,33,17,30,31,27,33,34,35,15,30,37,34,37,15,14,34,35,34,38,12,29,12,31,34,34,34,38,34,12,25,13,24,26,12,31,13,24,24,15,24,13,12,26,32,33,14,24,14,30,32,26,24,24,33,37,37,14,26,24,31,32,12,32,37
32,32,32,32,32,33,33,18,16,33,16,33,16,33,33,33,33,38,16,33,16,32,37,38,38,16,35,37,16,18,16,35,35,38,39,32,33,37,35,35,35,38,39,38,38,36,39,37,38,37,37,37,38,36,36,14,37,36,33,36,36,37,38,35,37,38,38,36,38,37,37,17,35,37,38,34,39,37,37,39,39,39,33,35,33,31,33,29,36,38,38,39,39,34,14,36,15,15,15,33
32,33,33,33,33,32,33,31,17,32,32,29,37,36,36,37,37,37,38,38,38,38,38,38,39,37,38,39,39,39,17,36,37,38,38,39,39,39,16,36,36,38,39,18,38,38,39,39,39,37,37,38,38,38,38,16,38,39,38,38,38,38,38,38,38,38,14,14,30,36,37,39,39,39,18,30,33,38,39,18,38,18,37,38,39,14,37,37,39,39,39,39,39,17,17,30,38,39,39,39
32,32,33,32,32,32,32,32,17,17,17,33,36,32,32,34,38,37,38,38,38,38,38,38,38,18,35,38,39,17,18,33,37,34,39,39,38,39,39,38,38,38,38,38,39,39,38,39,37,18,18,33,36,38,39,15,29,37,36,36,38,38,38,38,36,38,36,14,33,36,38,18,37,37,18,18,33,37,39,39,37,39,38,38,38,14,30,37,38,39,39,39,39,17,37,38,17,30,17,17
33,33,33,33,33,33,32,33,17,32,14,29,14,30,37,33,38,33,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,38,38,39,38,39,39,39,39,39,38,39,39,39,38,38,38,38,38,38,38,38,38,35,38,13,34,39,38,38,39,38,39,15,35,38,38,38,38,38,38,38,38,38,37,38,38,38,38,38,38,38,38,38,38,38,38,38,37
32,32,32,32,32,32,30,35,16,29,14,29,36,30,30,33,38,37,16,15,37,36,37,38,39,39,39,39,39,16,16,33,35,38,39,39,39,39,39,38,14,33,34,38,39,39,39,39,39,35,16,37,38,39,39,14,31,12,32,34,38,38,38,38,34,38,13,13,34,38,38,14,34,37,39,38,38,38,38,30,37,15,13,32,34,12,26,24,12,12,37,37,14,32,37,14,14,33,37,14
29,29,32,32,32,32,32,35,16,29,16,29,32,33,32,33,38,37,38,38,38,38,32,36,39,32,37,38,16,32,36,37,37,38,39,38,16,38,14,32,14,32,37,14,37,14,33,36,32,37,16,33,38,38,38,39,38,39,38,38,38,36,38,38,36,38,14,14,16,33,37,37,38,35,37,38,17,33,17,16,37,17,37,38,39,14,15,29,34,38,39,39,37,17,16,33,37,39,39,39
33,34,34,34,33,34,33,34,32,33,35,32,37,36,36,37,38,38,38,38,38,38,38,38,39,18,37,38,39,39,17,36,36,38,38,38,38,39,39,17,16,33,18,33,38,38,39,39,39,18,36,37,38,38,38,16,37,37,38,38,38,38,38,38,29,36,29,14,29,36,36,38,38,38,18,37,39,18,37,38,39,17,33,38,17,33,17,30,38,38,39,39,39,17,17,37,38,17,37,39
32,33,33,33,33,33,33,33,30,35,35,29,36,32,32,37,38,33,38,38,38,38,39,39,39,18,37,38,20,18,15,32,36,36,38,39,39,39,39,38,15,29,36,38,39,39,39,39,39,33,16,14,30,36,38,16,33,16,36,36,38,38,38,38,38,38,38,14,35,38,38,14,37,37,39,38,30,32,14,14,37,16,14,32,14,29,34,12,12,13,27,38,14,38,14,14,15,15,28,38
32,33,34,32,33,33,32,35,33,35,30,29,38,32,37,38,38,38,38,38,20,36,38,38,39,17,38,39,20,20,17,33,36,36,38,39,34,20,38,37,17,36,36,38,18,16,33,37,36,16,16,15,33,36,38,15,36,15,36,36,38,38,38,38,36,38,14,29,36,36,37,31,35,38,38,38,14,37,38,33,38,17,30,34,38,14,35,27,30,35,35,38,35,38,27,34,16,16,30,28
32,33,34,33,33,34,32,35,33,33,35,32,37,32,32,33,38,33,38,38,38,38,38,38,39,18,38,39,39,39,33,38,39,39,39,39,39,39,39,17,15,32,15,32,36,38,39,39,39,20,37,38,39,39,39,15,36,38,38,38,38,38,38,38,36,38,14,14,37,38,38,39,38,38,18,37,38,14,37,39,39,18,37,37,14,38,37,38,38,39,39,39,39,17,17,30,38,35,38,39
29,32,33,33,33,33,32,35,32,33,17,29,34,33,32,32,37,37,38,38,38,38,38,38,38,38,38,39,39,37,39,39,39,39,39,39,39,38,39,34,38,38,34,36,39,38,39,39,39,39,39,37,38,37,39,38,38,37,39,39,39,38,37,38,38,36,38,38,37,39,36,38,39,38,35,37,39,38,39,39,39,36,39,38,39,39,38,36,36,37,39,37,36,39,37,38,39,39,39,37
32,33,34,33,32,32,33,35,33,33,35,34,19,32,32,33,38,33,38,38,38,38,37,38,39,39,39,39,39,39,39,39,38,38,39,39,39,39,39,38,38,38,38,38,39,38,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,38,38,38,36,38,36,36,38,38,38,38,38,38,39,30,36,36,38,38,39,39,39,38,38,38,37,38,37,39,39,38,39,39,34,38,38,38,38,39
32,33,34,34,33,33,32,33,32,35,31,29,32,32,32,33,36,33,37,32,34,34,34,38,39,39,39,38,37,39,35,38,38,38,38,38,37,37,39,38,38,38,38,38,39,39,39,38,39,38,30,30,36,36,38,34,36,36,36,37,38,37,38,36,29,36,36,37,38,36,37,39,38,39,39,37,37,39,39,39,39,39,37,38,35,30,37,34,35,39,39,38,35,38,39,39,39,39,38,16
33,33,33,33,33,33,32,35,17,32,29,29,36,30,36,37,38,38,38,38,38,38,38,38,39,37,39,39,39,38,39,39,39,39,39,39,37,39,39,38,38,38,38,38,39,38,39,39,39,39,39,39,39,39,39,38,39,39,37,39,39,39,38,38,38,38,35,27,38,39,38,39,39,39,39,39,39,39,39,13,38,39,38,38,38,39,38,38,38,39,39,39,37,24,33,37,38,38,38,15
33,33,33,33,33,33,33,33,32,35,17,33,32,32,32,33,37,37,20,37,38,38,39,39,39,37,39,39,20,20,37,38,39,39,39,39,38,33,37,38,17,32,36,36,16,37,38,39,39,39,36,18,37,38,39,16,38,16,36,36,38,38,38,38,38,38,37,38,33,36,34,39,38,39,39,36,39,39,39,39,39,39,39,38,38,39,14,29,36,39,39,39,39,39,39,39,39,16,38,17
33,33,33,33,32,33,32,35,33,33,17,34,19,32,32,32,36,36,38,38,37,38,39,38,39,39,39,39,39,39,35,38,38,38,38,38,37,16,37,36,15,36,37,38,16,33,38,39,39,39,38,38,36,36,38,38,38,37,38,38,38,38,38,38,38,38,14,38,14,34,37,39,37,39,39,39,39,17,37,17,37,38,14,35,35,38,34,14,30,27,37,38,39,39,14,15,15,30,38,39
32,33,33,33,33,33,29,31,30,35,17,29,36,32,32,33,38,37,35,33,38,38,39,39,39,39,39,39,39,38,20,37,38,39,39,39,39,38,39,38,38,38,38,38,39,39,39,39,39,34,37,39,36,37,38,37,39,39,38,39,39,38,38,38,37,38,38,38,39,39,38,17,38,39,39,38,38,38,38,14,37,17,15,34,38,38,38,38,38,30,38,39,16,37,39,16,16,30,38,39
32,32,33,33,32,32,32,19,32,32,17,33,32,17,32,19,33,32,37,37,36,36,37,36,38,18,18,37,39,39,38,38,39,39,39,33,38,17,38,32,36,36,38,32,38,38,39,39,38,39,38,33,18,37,36,36,15,36,36,38,38,34,36,36,36,36,14,36,36,36,38,32,37,38,33,36,30,38,14,35,39,38,30,30,32,38,14,31,35,37,32,38,37,39,30,34,37,14,37,16
32,32,33,33,33,33,32,31,32,35,31,32,17,32,32,33,37,37,38,38,38,38,38,38,39,18,37,38,39,20,38,39,39,39,39,39,39,38,39,38,15,36,37,38,39,38,39,39,39,39,35,38,39,39,39,16,38,16,36,38,38,38,38,38,37,36,14,36,36,36,38,14,37,39,39,39,39,39,18,15,33,18,35,37,38,36,38,38,38,39,39,39,17,37,14,35,37,39,39,39
33,33,33,33,33,32,32,31,17,32,17,17,34,32,32,19,37,33,37,20,38,38,37,37,37,18,35,37,39,39,20,37,38,39,39,38,39,18,37,36,36,32,36,15,16,33,38,38,39,18,37,38,38,39,38,37,39,33,34,18,33,16,37,36,36,38,35,32,38,39,39,38,37,32,38,31,18,37,38,39,39,39,39,39,38,37,39,38,38,30,38,39,19,38,19,33,30,37,39,30
32,32,32,32,32,32,31,35,16,32,16,29,16,33,32,33,33,33,37,38,38,38,34,38,38,16,35,38,39,16,17,33,36,37,38,39,16,36,14,36,14,32,36,14,37,14,36,38,37,15,17,35,37,37,39,14,38,16,16,33,38,36,38,36,36,36,14,29,14,36,36,14,30,38,16,36,38,38,38,38,39,39,38,38,38,39,38,38,38,39,39,38,16,37,14,30,38,39,39,16
32,32,32,32,32,32,16,29,32,31,16,29,33,32,36,37,15,37,37,37,34,36,32,15,38,38,39,39,39,38,39,39,38,38,38,36,38,39,38,38,38,38,39,39,39,38,39,39,39,39,39,37,15,32,38,30,31,31,36,38,38,38,38,38,38,38,38,37,39,38,38,39,38,16,37,38,39,39,36,39,39,39,39,37,38,38,38,34,38,39,39,17,37,38,37,39,39,39,39,39
32,32,33,18,32,32,30,35,30,35,17,32,38,33,32,33,37,37,38,38,38,38,38,38,39,39,39,39,37,38,38,39,34,37,39,39,34,39,39,38,37,34,36,38,39,36,18,38,39,37,39,37,39,38,37,37,37,31,38,39,39,38,38,38,29,36,38,38,30,36,38,39,39,36,38,38,39,39,39,37,39,39,39,38,38,39,38,38,38,37,36,38,39,39,39,39,39,39,39,39
32,32,32,32,32,32,32,35,32,16,29,32,38,37,32,36,38,37,16,33,32,36,32,30,38,16,37,38,17,37,16,37,34,34,39,39,33,37,39,38,34,38,38,38,39,38,16,38,37,15,38,15,37,37,38,14,36,14,36,36,38,38,38,38,36,36,14,36,30,36,14,37,38,39,37,38,37,37,39,38,39,38,39,38,38,36,37,38,38,37,38,37,35,33,37,37,38,33,38,39
32,32,32,32,32,32,16,29,29,16,16,33,34,32,32,33,37,38,16,36,15,36,30,36,38,39,39,39,37,16,32,33,32,36,38,39,37,37,39,38,32,30,36,38,38,38,39,39,39,36,14,14,29,31,36,36,38,38,38,36,38,38,38,38,36,38,14,14,30,32,36,38,38,16,16,33,38,37,38,38,39,34,39,38,38,39,38,34,38,37,39,37,39,17,16,30,38,27,37,37
33,33,33,33,33,33,33,33,17,32,17,29,17,32,36,37,37,38,38,38,38,38,38,38,39,39,39,39,39,39,38,38,38,38,38,38,18,36,36,38,38,38,38,38,39,16,36,36,37,38,38,38,38,38,38,16,33,16,29,36,38,38,38,38,38,38,14,36,38,38,38,38,38,38,17,37,38,39,39,39,39,39,39,38,38,39,38,38,38,39,39,39,39,39,14,31,35,38,38,39
